State,1
GA,0,0,0,0,0,0,0,0,0.0013468011430869398,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008972632865678065,0,0,0,0,0.0008822231452241258,0.0008521516314108357,0,0.0010095910298006938,0,0,0.0010085727838516911,0,0.0009483166666879317,0.0008837825319327752,0.0021208899782695356,0,0,0,0.001306335542387571,0,0,0,0,0.002012071755112199,0,0.0009212343889863917,0,0,0.002791994461113445,0.0008173272940813492,0,0.0007595897849603794,0.0008146639060456762,0.0008193362917119362,0,0,0,0,0,0,0,0,0.0035778137079003347,0,0.004089973837020033,0,0,0,0,0,0.007490601547903042,0,0,0,0.003273319494764504,0,0.008546956293204011,0.004773260605187457,0.0053619174139860615,0,0,0.006688938187196847,0,0,0,0,0,0,0,0.028983448207562823,0,0,0
HI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00803208515742293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000644122360975441,0,0,0,0,0.0007487831922572408,0,0,0,0,0,0,0,0,0,0,0,0.0006620324154015256,0,0.0007039774436372603,0.0006351222396787648,0,0.0015936251604692364,0.0015349191151462493,0,0.0011111109967357757,0.0017196900315449293,0.0011730203932761585,0.000580214663149281,0.0012360937856538134,0.0018253721729497574,0.0006099420365892616,0.0024330888225599923,0.0006412311418558803,0.0012870011092408484,0.0006660006413750086,0.0007119971219223808,0,0.0007719027019127411,0.002958577720375999,0.0007233272740572172,0.0006818956435310497,0.0013614701775738203,0.0034188000831290033,0.0030487781226512523,0.00510637185454299,0.0019230763298424547,0,0.0020618549388944363,0.0031298878947420006,0.002162161318918443,0.0012698410990983344,0.0046118288554367615,0.0043572915659158,0,0,0.006079008577962286,0,0.006309127270684223,0.002721086754103319,0.014633883253486246,0.004796153853547924,0.0024721866256132152,0.003913889318792663,0.008928511848041554,0,0,0,0,0,0,0,0.0040241394277785725,0.00847452533648807,0,0.003992010656008516,0.004415003850107069,0,0,0,0.004866170422787031,0
ID,0,0,0,0,0,0,0,0,0,0.005063280294548833,0,0,0,0,0,0,0,0,0.012048046148026681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002395208434350371,0.002406737705702433,0,0.004319647696267914,0.004273497755729383,0.006749130649528201,0.002047082191258931,0.0021668463885307077,0.002259886042775161,0.0024420012269713576,0.002663114269499056,0,0,0,0,0,0,0.005633787873571272,0,0,0,0.011428446322702124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03076676552365587,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,0,0,0.00076016720017269,0,0,0,0,0,0,0,0,0,0,0,0.0011947429880262428,0,0,0,0,0.0004806536797611338,0,0,0,0.00045116173382986346,0.0013126228698194797,0.00042598508407876157,0.001247660474357648,0,0.0012123659859847313,0.0007864726295200297,0.0003855793281697384,0.0011448195657924876,0.002255638140291394,0.0008074282968507651,0.000843170270430349,0.0013178122405255177,0.0009737097574997744,0.00053604930369755,0.0010770058193712018,0.001812140850674493,0.0032840692931424,0.004016058848327231,0.0006946856267943113,0,0.0013651875011364556,0.0013908203597905455,0.0014545451979101065,0.002107480778686055,0.007727393783568903,0.0014630575296141757,0.0022379699712565815,0.004504496870749941,0.003992010656008516,0.006861036457396219,0.003110417395082332,0.006745336900683796,0.0027161594867454175,0.0029717660117531963,0.004255312714071868,0,0.0017683461347162144,0,0,0,0,0,0,0.006153826673558793,0,0,0,0,0,0.004008010655837002,0,0,0,0,0,0,0,0,0.004140780820683809,0,0,0,0,0,0.015151223086509624,0,0,0,0,0,0,0
IN,0,0.0009770394923406256,0,0,0.0009808728982684256,0,0,0,0,0.00103788262603699,0,0,0.0018083177707997056,0.000838574374318557,0.0016891887871943734,0.0007984031511841794,0.0007742934185209771,0.001531393268636716,0.0007760961969629498,0.0029984984996255237,0.0007243751946812704,0,0.0013029314116463908,0.0012878298283349743,0.006325089535215045,0.005697990237451767,0.003921563591865906,0.0026024708779696093,0.005842242340862169,0.002758618937817592,0.008115041968068337,0.004110146277534588,0.0074287729719632045,0.003584225546670261,0.005591784083978535,0.0048567169964561785,0.007104765744331942,0.001739129996057076,0.005123814551258099,0.006057964973770424,0.009611109580559996,0.005940576536797804,0.012998887256438607,0.018764876228942406,0.014785337312005264,0.01819104001236571,0.019607208727088987,0.01767779125248148,0.01736928651991354,0.02039357546851872,0.022661908468116998,0.028590950897950718,0.023889634966816398,0.0451049560402379,0.02298748163261033,0.02505086527535505,0.018517984369547102,0.03219753027224237,0.0268697623271682,0.0301484349325144,0.022345428347982588,0.01212106281063352,0.004750584868636554,0.03447928225702834,0.01671269961924904,0.011975903904541174,0.017191549974398868,0.04254663193161912,0.02380838553475151,0.016806323737281748,0,0,0,0.02030386381287086,0.028167124967018897,0.012738680131672453,0.008264415575562789,0.00459769303160229,0.013667211753642272,0.013729759940795505,0.010050166233954716,0.005509627897191116,0.008064472245094767,0.012370975262737116,0.004319647696267914,0.009090846195976443,0.009433891964903296,0.009216524317921526,0,0.009132356329552449,0,0.009132356329552449,0,0,0.017390862172057986,0.008657954338770146
KS,0,0,0,0.002395208434350371,0,0,0,0,0,0,0.0007572888695125402,0.0007222823810111301,0,0,0,0,0.0014503260690147401,0.0014388486724489224,0,0.0006889424460440052,0,0.0014869885733853616,0.0035625184912135843,0.0007499062265610146,0,0.0006814309787332995,0,0,0,0,0,0,0,0.0012315269378496696,0,0.0006927606234797823,0.0006781959726400721,0.0006572461150118336,0.0013783595335187249,0.001396647817506036,0.001449275108463599,0.0016207451878786916,0.0007361059660132563,0.0014566639811341986,0,0.0020654037400509306,0.0006408202279833963,0.0006416425830479966,0.0012307690753101674,0.002562458557629599,0.0012128561277630068,0.0006299212390065145,0.0006424670514564301,0.0006255864669231226,0.0043572915659158,0,0.0012262414158399348,0,0.0014749259861095432,0.004504496870749941,0.0007996800853162789,0,0.0019138750133290694,0.0010565239375917024,0.0024330888225599923,0.0013783595335187249,0,0,0,0,0,0.0028694384874433654,0.003986705672563318,0.0011926057023298187,0.0010712371765609907,0.0020986351156179195,0.0018248170114052442,0,0,0,0.0018198357120383646,0.0020746880517286126,0.0007171028735256657,0.0015140042525932929,0.000741564667524286,0.0007748934133608998,0.0016025637593121145,0,0.0024906587357579335,0.003044137676076586,0,0.0036297600728600887,0,0.002418378505514407,0.002478313475906546,0
KY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010422093897197726,0.0009808728982684256,0,0.0007914522736680585,0.0007296606753861568,0,0.000775494338786098,0,0.0010198877238907222,0.0022988495611508952,0,0,0.002277903341920684,0.0022701465835369694,0,0,0,0,0,0,0.001031459423718628,0,0.0009722896657100577,0,0.0018264835100316734,0.0026749872569898914,0,0.0008233840621489907,0.0008428149521957362,0,0,0,0.002317496064692781,0,0.001182731973222717,0,0.0013522648377441993,0,0.0028288524248596403,0,0,0,0,0,0,0.0011068067491515343,0.0011926057023298187,0,0.001839925883403093,0,0,0,0,0.005830887221216607,0,0,0,0,0,0.004123705484501583,0,0,0,0,0,0.001813236130128515,0,0,0,0,0.004123705484501583,0,0,0,0,0,0,0
LA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012368582219371982,0,0,0,0,0,0,0,0,0,0,0.0010576413609028057,0.0010055303325289255,0,0,0,0,0,0.001052077756667491,0,0,0,0,0.000775494338786098,0.004182344371713276,0.0008631850995964863,0,0,0.0056022262030045455,0.0008449513650017337,0,0,0,0,0.000838574374318557,0,0.000926354727610712,0,0,0,0.0009483166666879317,0,0.0014419608170209708,0,0.0033057821084583328,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011834180588984777,0,0,0,0.008733568697122607,0,0,0,0,0,0,0.006191930619622421,0,0,0,0,0,0,0,0,0,0,0
MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010152196621266207,0,0,0,0,0,0,0,0,0,0.007017514959603122,0,0.005141376820081089,0,0,0,0,0,0.014184157647595397,0,0,0,0.006920387509683934,0,0,0.002418378505514407,0,0,0.004328997553789793,0.004819267758442658,0.002361273990120538,0,0.004750584868636554,0.006204737012063033,0,0.004889965782228667,0.0027137025386271274,0.0033840915196010624,0.005037772693834763,0.014527587653650254,0,0.006042277633513615,0.019292000296124434,0,0.013792883256083743,0,0,0,0,0,0.006430845932851148,0,0.011256916100831238,0.0075757212058132906,0,0.006389754547424409,0,0,0.013422615899161938,0.011834180588984777,0.025315086291847866,0.05478042895843671,0.01652854617838251,0.018348104315340175,0,0,0,0,0,0,0,0,0
MD,0,0,0,0,0,0,0,0,0,0.004175359265790712,0,0,0.004210520082139513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002395208434350371,0,0.002954207597179237,0,0,0,0,0,0.003490397846368287,0,0,0.003361341367606241,0,0,0.0024906587357579335,0,0,0.009302258188476076,0.002781639372207212,0,0.0058823359293986854,0.006116188826397861,0.008733568697122607,0.003053432738495343,0.0032840692931424,0.006849288199709647,0,0.004376360614676167,0.011834180588984777,0,0,0.0053619174139860615,0.0059347006302779,0.005830887221216607,0.008438768273628883,0.008733568697122607,0,0.00803208515742293,0.009569304615308916,0,0.0116957723226081,0,0,0.048770575499285984,0.0512705199835628,0,0.028983448207562823,0,0,0,0,0,0.018348104315340175,0.01574770346128951,0.01156056413789841,0,0,0,0.00803208515742293,0.01025631988455622,0.013071708065727106,0,0,0,0,0,0,0,0.024690087971667385,0.052619104660401206
ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007968085162939342,0.018867359471536838,0,0.0111730674675794,0,0,0,0,0,0,0,0.011834180588984777,0,0.01212106281063352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008888830100408085,0,0,0,0,0.008097121572075427,0.007547133852074395,0,0,0.007272695099806992,0.007547133852074395,0,0,0.011834180588984777,0.017390862172057986,0.01699675443129467,0.048247778356904525,0.01036260108500342,0,0.007490601547903042,0.007168427974086122,0,0,0,0,0,0.05404053109323459,0,0,0,0,0.01156056413789841,0,0,0,0,0,0.01025631988455622,0,0,0,0,0,0,0,0.019801326693244747,0,0,0.02298748163261033,0,0.02597254657969872,0,0
MI,0,0,0,0,0,0,0,0,0.001790509816651964,0,0,0,0,0,0,0,0,0,0,0,0,0.0015885620167414016,0,0,0,0,0,0.0014316389822167652,0,0.0013289034587864457,0.0013708017043195797,0,0,0.0014194461774001965,0.0013917882233328571,0.005540151995103271,0.0027137025386271274,0,0.002758618937817592,0.0013840828238740333,0.021182999986892326,0.006920387509683934,0.00426438584795108,0.013543809607516444,0.01156056413789841,0.005208321528867632,0.0014398845602637822,0.004979242798846872,0.012194969887035612,0,0.0037570400307047613,0.016297657236181595,0.007427021435438608,0.003361341367606241,0.0035566056099618493,0.008546956293204011,0.007130094462085346,0.0046838321663488225,0.01146119186514527,0.01022137562696046,0.016393072460872182,0.004705873648035652,0.004866170422787031,0.005333320657592067,0.0111730674675794,0,0.005571016191745937,0,0,0,0.018348104315340175,0,0.01092885237064023,0.008368151798800127,0.012903045621989184,0.011235836181338277,0,0.011110996162083109,0.0111730674675794,0,0,0,0,0.011049610706077684,0.004705873648035652,0,0,0,0.007220185126271761,0.009478601680678933,0,0.012269783764389475,0,0.014184157647595397,0,0
MN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009111616681402035,0,0,0,0,0,0,0,0,0,0,0,0.0009955200770238593,0,0,0,0,0,0,0,0,0.0006745362307389868,0,0,0,0,0,0.0023121376970770546,0,0,0.002222221306710681,0,0,0.002418378505514407,0.001332444839374558,0,0.003662999559768898,0,0,0.0023781201620708403,0,0,0.0030075165266206794,0.0033388950565189646,0.006896524294957684,0.003929268019137178,0,0,0,0.0056022262030045455,0,0,0,0,0,0,0,0,0,0,0.00322060912800326,0,0,0,0.005141376820081089,0.0054794383074023845,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MO,0,0,0,0,0,0,0,0,0,0,0,0.0004331817129562543,0,0,0,0,0.0004471272002396498,0,0,0.00048134776447050776,0,0,0,0,0.0005544773908358058,0,0.0006749915369688164,0.000773694352106058,0.0008853474410367435,0.0009438413645385113,0,0,0.0012113868899306102,0.002478313475906546,0,0.001314924202261314,0,0.0055478359388988485,0.004210520082139513,0.0028612283742582845,0.0013689251796440427,0.00882347191245747,0.009289912968358793,0.004067790989604969,0.008021347191588202,0.0027285112653597787,0.009638479236351416,0.008733568697122607,0.006042277633513615,0.010569484167624377,0.006564527770755779,0.0076377150472971556,0.006701746014697307,0.011071854054426233,0.012980345756725686,0.007604525950722363,0.00801369477718561,0.003819218773280064,0.002409637386875829,0.006523134001610642,0.009769635798503429,0.007892618692123987,0,0.002958577720375999,0.0030487781226512523,0.003025716296309655,0.0030165889608948504,0.007925982119280639,0.007604525950722363,0,0.008657954338770146,0,0,0.002185791478522159,0.001888573564670759,0,0,0.001833180054440442,0.0017683461347162144,0,0.0013431831424497442,0,0,0.003103980949384355,0.0034622008056461873,0.004163769127979777,0,0,0,0.00316956945004665,0,0.006944416439174317,0,0.006968612815610675,0.0036832370806391124,0
MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006283380251893567,0.0006713662050529257,0.0006805035463739451,0.0014738390845242533,0.0007748934133608998,0,0,0.0007567158170742605,0,0,0,0.0007864726295200297,0.0008602150006962184,0.0016708433870714634,0,0,0,0.0007544322539052573,0.0007958614780708695,0,0,0,0,0.0008521516314108357,0,0,0,0.0023781201620708403,0.000813338710736855,0,0.007220185126271761,0.00909911800666574,0,0.0034453023569908092,0.0019102190938512509,0,0,0.0016625100074481036,0,0.0019398636005940606,0,0,0.0024844707701293656,0,0,0,0,0,0.02298748163261033,0,0,0,0,0.0032414882430279457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06449301496838222,0,0
MT,0,0,0,0,0.003149603691428693,0.0034071517238779547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004640362883574833,0,0,0,0,0,0.003189789954540001,0,0.002820872597892432,0,0,0,0,0,0.00999991624874863,0.0022909497414144164,0,0.0027359764031407163,0,0,0,0,0.015904234623436486,0.008146594271056573,0.012370975262737116,0,0,0.015134844018731552,0.002395208434350371,0.0023121376970770546,0.0025031276025235805,0,0.0026350445866000216,0.0026702253805875875,0,0.00322060912800326,0,0.004338387974493707,0,0.005509627897191116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002978404347449004,0,0.0039729784743766094,0.003091187642906057,0,0,0.0008616974908198793,0.00087680836116244,0,0,0.0010015021696286874,0,0,0,0,0,0.0024499783565213873,0.000815328124403325,0.0025873206763901146,0.0036697206447654507,0,0.0028804588792571417,0,0.0009420630485240666,0.004470265225725134,0.0024499783565213873,0.003067482253602427,0.0037299471781319093,0.0015527947188088698,0.0023428337572609648,0.0024948011992080854,0.0071970899727973325,0.0007870916555321461,0.0024345697029101165,0.0006129328646541365,0.0024829285800538337,0,0.0006875214579552535,0.0017857138107701953,0.0009483166666879317,0,0.0011474468046098751,0,0,0.0026075604501845095,0,0,0.0024968776025399153,0,0,0,0,0.014184157647595397,0,0,0,0.004661996198515483,0,0,0,0,0,0,0,0,0,0,0,0,0.015999655922869782,0,0,0,0,0,0,0
ND,0,0,0,0,0,0,0,0,0.006349184952041731,0,0,0,0,0,0,0,0,0,0,0.004842605525510635,0,0,0,0,0,0.0038834902553872563,0,0.0037523408047088758,0.0111730674675794,0.006896524294957684,0,0,0.0029282555912009123,0,0,0,0,0.002902755578557903,0,0.0033277839454767255,0.0035398193060329763,0,0.0036563030490406323,0.0067796349604913875,0.013605230870246343,0.003110417395082332,0,0.02137322332187086,0.006349184952041731,0,0.0038986305298824853,0.004140780820683809,0.0038095191936043937,0,0.0038387668699666477,0.004210520082139513,0,0,0,0.012499836218510807,0,0.006153826673558793,0,0.012986829261914967,0.006153826673558793,0.006430845932851148,0.01967149045615968,0.019607208727088987,0,0,0,0,0,0,0,0,0,0.007168427974086122,0,0,0,0,0,0,0.016806323737281748,0,0,0,0,0,0,0,0,0,0,0
NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030318319338135113,0.0010085727838516911,0.0017528479294227628,0.0016597506560082076,0,0.0024028823026049917,0.0008009611105462833,0.0016611291858188437,0,0.000822030368816784,0.002505217894782752,0.0008107012121670865,0,0,0.005586577608316046,0.0019193852067211914,0.001027221275832435,0.0021119316323527926,0.0011448195657924876,0.0011142060127996567,0.001162114918526358,0.0012445549108192067,0.0052631457132267245,0.006910822434219588,0.009893911821246881,0.006191930619622421,0,0.018082685391531794,0.003466201029630911,0.007968085162939342,0.004008010655837002,0.008396256091061094,0.006589761906292124,0.00876418554672731,0.008748850336046998,0.009442800133774298,0.012269783764389475,0.007863655254636726,0.009049711711920705,0.02549951106210324,0.011428446322702124,0.004454335603036319,0.005037772693834763,0.015914780747688262,0.010434687430815215,0.0111730674675794,0.0036697206447654507,0.0038535597692339607,0.008064472245094767,0,0,0,0,0,0,0.007782061739756485,0,0,0.019168736412963017,0,0.001865671100127586,0.004242275028809472,0.002357933355652264,0.009541911987027807,0.02173826492714115,0.021977127515399486,0,0,0.01212106281063352,0,0,0,0,0,0,0,0,0
NH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00823040602208025,0,0,0,0,0,0,0.0111730674675794,0,0,0,0,0,0,0,0.008510586709241985,0.017390862172057986,0,0.029266172489097686,0,0,0.01666627763307249,0.03418464670309129,0.024690087971667385,0.009132356329552449,0.008368151798800127,0.01941685967589135,0.008888830100408085,0.008810515441217692,0.019047037639797315,0.009389602049280077,0.00803208515742293,0.018867359471536838,0,0,0.010695084669617771,0.02702535943345996,0.01212106281063352,0.022470953747007916,0.023254753554994068,0,0,0.012269783764389475,0.013605230870246343,0.013605230870246343,0,0,0.014388239179285889,0,0.044436963731715795,0.014184157647595397,0.015037308474767586,0,0,0.09991237374774076,0,0,0,0,0.015503562994591547,0.013071708065727106,0.052619104660401206,0.03508405562762995,0,0.015999655922869782,0,0.01652854617838251,0,0,0.025639602657655303,0.04254663193161912,0.047235096535413246,0.025315086291847866,0.031743322856089495,0,0.0512705199835628,0,0.12482668095705252,0,0.09516258196404048,0.22119921692859512
NJ,0,0,0,0,0,0,0,0,0,0.003780713824548698,0,0,0,0.0038986305298824853,0,0,0,0,0,0.0031595550293338492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00303489903272236,0,0.003999994655987216,0.007504655076805422,0.003025716296309655,0.0032414882430279457,0.0015987206823936395,0.009233544433457808,0.0019550335897854376,0,0,0.0026773745698467355,0.005649702443677795,0.006472469240026202,0,0,0,0.020407447671538015,0,0,0.009077093215028587,0.037951560035314524,0.01173006998281112,0.025888502621562837,0.025251166239819156,0.014184157647595397,0.007873974904989423,0.004246278107125634,0.0049382615445147104,0.013244838192804309,0,0,0,0,0,0,0.007017514959603122,0.006191930619622421,0.018808217686658968,0.01388866406664746,0.007604525950722363,0,0,0.009049711711920705,0.014084272563091638,0.019168736412963017,0.006042277633513615,0.011627775196646595,0.006644493744965563,0.008733568697122607,0,0.048770575499285984,0.013244838192804309,0,0.013985784402998025,0,0,0
NM,0,0,0,0,0,0,0,0,0,0,0,0,0.004819267758442658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004555800758262785,0,0,0,0,0.004040398532698886,0,0,0.003490397846368287,0,0,0.003395582470402392,0.0031007727054968015,0,0,0,0,0,0.008438768273628883,0,0,0.0065573534751627305,0,0,0,0,0,0.004474265449677883,0,0,0,0,0.006430845932851148,0.007168427974086122,0,0,0.009049711711920705,0,0,0.008368151798800127,0,0,0,0,0,0,0.01967149045615968,0,0.00539082248896372,0,0.006349184952041731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
